org_name,Year,Month,Recetpts,Disposals,Pending,Response_rate,,,
Department of Youth Affairs,2019,2,82,62,20,0.756097561,,,
Department of Youth Affairs,2019,3,97,102,-5,1.051546392,,,
Department of Youth Affairs,2019,4,62,62,0,1,,,
Department of Youth Affairs,2019,5,57,70,-13,1.228070175,,,
Department of Youth Affairs,2019,6,101,68,33,0.673267327,,,
Department of Youth Affairs,2019,7,83,58,25,0.698795181,,,
Department of Youth Affairs,2019,8,84,91,-7,1.083333333,,,
Department of Youth Affairs,2019,9,140,77,63,0.55,,,
Department of Youth Affairs,2019,10,79,137,-58,1.734177215,,,
Department of Youth Affairs,2019,11,2,10,-8,5,,,
Government of Andaman & Nicobar,2016,1,30,2,28,0.066666667,,,
Government of Andaman & Nicobar,2016,2,32,20,12,0.625,,,
Government of Andaman & Nicobar,2016,3,36,7,29,0.194444444,,,
Government of Andaman & Nicobar,2016,4,26,11,15,0.423076923,,,
Government of Andaman & Nicobar,2016,5,29,19,10,0.655172414,,,
Government of Andaman & Nicobar,2016,6,41,15,26,0.365853659,,,
Government of Andaman & Nicobar,2016,7,40,42,-2,1.05,,,
Government of Andaman & Nicobar,2016,8,50,34,16,0.68,,,
Government of Andaman & Nicobar,2016,9,50,13,37,0.26,,,
Government of Andaman & Nicobar,2016,10,41,9,32,0.219512195,,,
Government of Andaman & Nicobar,2016,11,27,2,25,0.074074074,,,
Government of Andaman & Nicobar,2016,12,69,41,28,0.594202899,,,
Government of Andaman & Nicobar,2017,1,40,11,29,0.275,,,
Government of Andaman & Nicobar,2017,2,41,59,-18,1.43902439,,,
Government of Andaman & Nicobar,2017,3,38,15,23,0.394736842,,,
Government of Andaman & Nicobar,2017,4,39,28,11,0.717948718,,,
Government of Andaman & Nicobar,2017,5,42,100,-58,2.380952381,,,
Government of Andaman & Nicobar,2017,6,25,169,-144,6.76,,,
Government of Andaman & Nicobar,2017,7,42,73,-31,1.738095238,,,
Government of Andaman & Nicobar,2017,8,36,26,10,0.722222222,,,
Government of Andaman & Nicobar,2017,9,52,60,-8,1.153846154,,,
Government of Andaman & Nicobar,2017,10,38,49,-11,1.289473684,,,
Government of Andaman & Nicobar,2017,11,26,36,-10,1.384615385,,,
Government of Andaman & Nicobar,2017,12,40,30,10,0.75,,,
Government of Andaman & Nicobar,2018,1,37,43,-6,1.162162162,,,
Government of Andaman & Nicobar,2018,2,36,41,-5,1.138888889,,,
Government of Andaman & Nicobar,2018,3,37,31,6,0.837837838,,,
Government of Andaman & Nicobar,2018,4,28,26,2,0.928571429,,,
Government of Andaman & Nicobar,2018,5,38,30,8,0.789473684,,,
Government of Andaman & Nicobar,2018,6,22,20,2,0.909090909,,,
Government of Andaman & Nicobar,2018,7,35,35,0,1,,,
Government of Andaman & Nicobar,2018,8,36,25,11,0.694444444,,,
Government of Andaman & Nicobar,2018,9,28,37,-9,1.321428571,,,
Government of Andaman & Nicobar,2018,10,36,37,-1,1.027777778,,,
Government of Andaman & Nicobar,2018,11,49,33,16,0.673469388,,,
Government of Andaman & Nicobar,2018,12,52,26,26,0.5,,,
Government of Andaman & Nicobar,2019,1,65,40,25,0.615384615,,,
Government of Andaman & Nicobar,2019,2,45,59,-14,1.311111111,,,
Government of Andaman & Nicobar,2019,3,33,33,0,1,,,
Government of Andaman & Nicobar,2019,4,23,11,12,0.47826087,,,
Government of Andaman & Nicobar,2019,5,41,114,-73,2.780487805,,,
Government of Andaman & Nicobar,2019,6,46,62,-16,1.347826087,,,
Government of Andaman & Nicobar,2019,7,61,67,-6,1.098360656,,,
Government of Andaman & Nicobar,2019,8,69,53,16,0.768115942,,,
Government of Andaman & Nicobar,2019,9,72,41,31,0.569444444,,,
Government of Andaman & Nicobar,2019,10,58,66,-8,1.137931034,,,
Government of Andhra Pradesh,2016,1,325,1,324,0.003076923,,,
Government of Andhra Pradesh,2016,3,556,2,554,0.003597122,,,
Government of Andhra Pradesh,2016,4,510,2,508,0.003921569,,,
Government of Andhra Pradesh,2016,5,563,2,561,0.003552398,,,
Government of Andhra Pradesh,2016,6,505,2,503,0.003960396,,,
Government of Andhra Pradesh,2016,7,554,4,550,0.007220217,,,
Government of Andhra Pradesh,2016,8,622,2,620,0.003215434,,,
Government of Andhra Pradesh,2016,9,506,3,503,0.005928854,,,
Government of Andhra Pradesh,2016,10,547,4,543,0.007312614,,,
Government of Andhra Pradesh,2016,12,650,3,647,0.004615385,,,
Government of Andhra Pradesh,2017,1,548,1,547,0.001824818,,,
Government of Andhra Pradesh,2017,3,549,2,547,0.003642987,,,
Government of Andhra Pradesh,2017,4,511,3,508,0.005870841,,,
Government of Andhra Pradesh,2017,5,584,1,583,0.001712329,,,
Government of Andhra Pradesh,2017,6,716,4,712,0.005586592,,,
Government of Andhra Pradesh,2017,7,780,2,778,0.002564103,,,
Government of Andhra Pradesh,2017,8,602,4,598,0.006644518,,,
Government of Andhra Pradesh,2017,9,573,3,570,0.005235602,,,
Government of Andhra Pradesh,2017,10,466,2,464,0.004291845,,,
Government of Andhra Pradesh,2017,11,485,3,482,0.006185567,,,
Government of Andhra Pradesh,2017,12,519,5,514,0.009633911,,,
Government of Andhra Pradesh,2018,1,569,1,568,0.001757469,,,
Government of Andhra Pradesh,2018,3,418,2,416,0.004784689,,,
Government of Andhra Pradesh,2018,4,362,1,361,0.002762431,,,
Government of Andhra Pradesh,2018,5,563,10,553,0.017761989,,,
Government of Andhra Pradesh,2018,6,560,18,542,0.032142857,,,
Government of Andhra Pradesh,2018,7,628,31,597,0.049363057,,,
Government of Andhra Pradesh,2018,8,395,17,378,0.043037975,,,
Government of Andhra Pradesh,2018,9,348,13,335,0.037356322,,,
Government of Andhra Pradesh,2018,10,480,25,455,0.052083333,,,
Government of Andhra Pradesh,2018,11,312,16,296,0.051282051,,,
Government of Andhra Pradesh,2018,12,304,12,292,0.039473684,,,
Government of Andhra Pradesh,2019,1,493,35,458,0.070993915,,,
Government of Andhra Pradesh,2019,2,462,2056,-1594,4.45021645,,,
Government of Andhra Pradesh,2019,3,387,15,372,0.03875969,,,
Government of Andhra Pradesh,2019,4,321,222,99,0.691588785,,,
Government of Andhra Pradesh,2019,5,322,7,315,0.02173913,,,
Government of Andhra Pradesh,2019,6,442,16,426,0.036199095,,,
Government of Andhra Pradesh,2019,7,533,18,515,0.033771107,,,
Government of Andhra Pradesh,2019,8,495,25,470,0.050505051,,,
Government of Andhra Pradesh,2019,9,511,19,492,0.037181996,,,
Government of Andhra Pradesh,2019,10,476,21,455,0.044117647,,,
Government of Arunachal Pradesh,2016,1,18,2,16,0.111111111,,,
Government of Arunachal Pradesh,2016,2,18,2,16,0.111111111,,,
Government of Arunachal Pradesh,2016,4,18,1,17,0.055555556,,,
Government of Arunachal Pradesh,2016,5,14,1,13,0.071428571,,,
Government of Arunachal Pradesh,2016,6,33,3,30,0.090909091,,,
Government of Arunachal Pradesh,2016,9,35,1,34,0.028571429,,,
Government of Arunachal Pradesh,2016,11,38,3,35,0.078947368,,,
Government of Arunachal Pradesh,2017,1,31,1,30,0.032258065,,,
Government of Arunachal Pradesh,2017,2,41,1,40,0.024390244,,,
Government of Arunachal Pradesh,2017,3,50,3,47,0.06,,,
Government of Arunachal Pradesh,2017,5,47,1,46,0.021276596,,,
Government of Arunachal Pradesh,2017,6,51,8,43,0.156862745,,,
Government of Arunachal Pradesh,2017,7,70,47,23,0.671428571,,,
Government of Arunachal Pradesh,2017,8,33,34,-1,1.03030303,,,
Government of Arunachal Pradesh,2017,9,34,70,-36,2.058823529,,,
Government of Arunachal Pradesh,2017,10,18,13,5,0.722222222,,,
Government of Arunachal Pradesh,2017,11,28,4,24,0.142857143,,,
Government of Arunachal Pradesh,2017,12,32,12,20,0.375,,,
Government of Arunachal Pradesh,2018,1,21,73,-52,3.476190476,,,
Government of Arunachal Pradesh,2018,2,25,3,22,0.12,,,
Government of Arunachal Pradesh,2018,3,33,23,10,0.696969697,,,
Government of Arunachal Pradesh,2018,4,23,538,-515,23.39130435,,,
Government of Arunachal Pradesh,2018,5,29,8,21,0.275862069,,,
Government of Arunachal Pradesh,2018,6,35,14,21,0.4,,,
Government of Arunachal Pradesh,2018,7,23,5,18,0.217391304,,,
Government of Arunachal Pradesh,2018,8,25,4,21,0.16,,,
Government of Arunachal Pradesh,2018,9,29,3,26,0.103448276,,,
Government of Arunachal Pradesh,2018,10,47,23,24,0.489361702,,,
Government of Arunachal Pradesh,2018,11,26,4,22,0.153846154,,,
Government of Arunachal Pradesh,2018,12,26,8,18,0.307692308,,,
Government of Arunachal Pradesh,2019,1,43,15,28,0.348837209,,,
Government of Arunachal Pradesh,2019,2,45,6,39,0.133333333,,,
Government of Arunachal Pradesh,2019,3,53,3,50,0.056603774,,,
Government of Arunachal Pradesh,2019,4,13,2,11,0.153846154,,,
Government of Arunachal Pradesh,2019,5,17,39,-22,2.294117647,,,
Government of Arunachal Pradesh,2019,6,25,5,20,0.2,,,
Government of Arunachal Pradesh,2019,7,20,6,14,0.3,,,
Government of Arunachal Pradesh,2019,8,28,3,25,0.107142857,,,
Government of Arunachal Pradesh,2019,9,59,9,50,0.152542373,,,
Government of Arunachal Pradesh,2019,10,48,7,41,0.145833333,,,
Government of Assam,2016,1,287,1,286,0.003484321,,,
Government of Assam,2016,2,398,2,396,0.005025126,,,
Government of Assam,2016,3,375,1,374,0.002666667,,,
Government of Assam,2016,4,344,3,341,0.00872093,,,
Government of Assam,2016,5,492,5,487,0.010162602,,,
Government of Assam,2016,6,741,9,732,0.012145749,,,
Government of Assam,2016,7,676,11,665,0.016272189,,,
Government of Assam,2016,8,551,2,549,0.003629764,,,
Government of Assam,2016,9,553,5,548,0.009041591,,,
Government of Assam,2016,10,339,5,334,0.014749263,,,
Government of Assam,2016,11,442,25,417,0.056561086,,,
Government of Assam,2016,12,626,77,549,0.123003195,,,
Government of Assam,2017,1,465,127,338,0.27311828,,,
Government of Assam,2017,2,545,114,431,0.209174312,,,
Government of Assam,2017,3,776,47,729,0.06056701,,,
Government of Assam,2017,4,675,19,656,0.028148148,,,
Government of Assam,2017,5,867,42,825,0.048442907,,,
Government of Assam,2017,6,873,33,840,0.037800687,,,
Government of Assam,2017,7,699,74,625,0.105865522,,,
Government of Assam,2017,8,801,41,760,0.051186017,,,
Government of Assam,2017,9,593,49,544,0.082630691,,,
Government of Assam,2017,10,423,52,371,0.122931442,,,
Government of Assam,2017,11,468,98,370,0.209401709,,,
Government of Assam,2017,12,386,36,350,0.093264249,,,
Government of Assam,2018,1,454,45,409,0.099118943,,,
Government of Assam,2018,2,393,60,333,0.152671756,,,
Government of Assam,2018,3,493,66,427,0.133874239,,,
Government of Assam,2018,4,506,52,454,0.102766798,,,
Government of Assam,2018,5,666,78,588,0.117117117,,,
Government of Assam,2018,6,872,71,801,0.081422018,,,
Government of Assam,2018,7,769,147,622,0.191157347,,,
Government of Assam,2018,8,648,175,473,0.270061728,,,
Government of Assam,2018,9,632,153,479,0.242088608,,,
Government of Assam,2018,10,552,72,480,0.130434783,,,
Government of Assam,2018,11,396,74,322,0.186868687,,,
Government of Assam,2018,12,473,99,374,0.209302326,,,
Government of Assam,2019,1,547,63,484,0.115173675,,,
Government of Assam,2019,2,567,239,328,0.421516755,,,
Government of Assam,2019,3,671,189,482,0.281669151,,,
Government of Assam,2019,4,395,108,287,0.273417722,,,
Government of Assam,2019,5,454,233,221,0.513215859,,,
Government of Assam,2019,6,1033,118,915,0.114230397,,,
Government of Assam,2019,7,965,138,827,0.143005181,,,
Government of Assam,2019,8,651,36,615,0.055299539,,,
Government of Assam,2019,9,861,153,708,0.177700348,,,
Government of Assam,2019,10,658,52,606,0.079027356,,,
Government of Assam,2019,11,26,3,23,0.115384615,,,
Government of Bihar,2016,1,799,45,754,0.056320401,,,
Government of Bihar,2016,2,988,98,890,0.099190283,,,
Government of Bihar,2016,3,952,193,759,0.202731092,,,
Government of Bihar,2016,4,855,270,585,0.315789474,,,
Government of Bihar,2016,5,1006,259,747,0.257455268,,,
Government of Bihar,2016,6,1200,336,864,0.28,,,
Government of Bihar,2016,7,1019,246,773,0.24141315,,,
Government of Bihar,2016,8,1303,299,1004,0.229470453,,,
Government of Bihar,2016,9,1299,269,1030,0.207082371,,,
Government of Bihar,2016,10,1114,217,897,0.194793537,,,
Government of Bihar,2016,11,961,206,755,0.214360042,,,
Government of Bihar,2016,12,1477,315,1162,0.213270142,,,
Government of Bihar,2017,1,1358,287,1071,0.211340206,,,
Government of Bihar,2017,2,1265,271,994,0.214229249,,,
Government of Bihar,2017,3,1393,289,1104,0.207465901,,,
Government of Bihar,2017,4,1591,289,1302,0.181646763,,,
Government of Bihar,2017,5,1589,256,1333,0.161107615,,,
Government of Bihar,2017,6,1417,262,1155,0.184897671,,,
Government of Bihar,2017,7,1415,658,757,0.465017668,,,
Government of Bihar,2017,8,1754,663,1091,0.377993158,,,
Government of Bihar,2017,9,1669,723,946,0.433193529,,,
Government of Bihar,2017,10,1602,260,1342,0.162297129,,,
Government of Bihar,2017,11,1709,499,1210,0.291983616,,,
Government of Bihar,2017,12,1644,525,1119,0.319343066,,,
Government of Bihar,2018,1,1505,537,968,0.356810631,,,
Government of Bihar,2018,2,1421,222,1199,0.156228008,,,
Government of Bihar,2018,3,1654,314,1340,0.189842805,,,
Government of Bihar,2018,4,1798,242,1556,0.134593993,,,
Government of Bihar,2018,5,2192,518,1674,0.236313869,,,
Government of Bihar,2018,6,2067,759,1308,0.367198839,,,
Government of Bihar,2018,7,2417,1147,1270,0.474555234,,,
Government of Bihar,2018,8,1898,777,1121,0.409378293,,,
Government of Bihar,2018,9,1994,631,1363,0.316449348,,,
Government of Bihar,2018,10,2087,1383,704,0.662673694,,,
Government of Bihar,2018,11,1718,674,1044,0.392316647,,,
Government of Bihar,2018,12,1828,781,1047,0.427242888,,,
Government of Bihar,2019,1,2118,1096,1022,0.517469311,,,
Government of Bihar,2019,2,2278,1190,1088,0.52238806,,,
Government of Bihar,2019,3,2148,631,1517,0.293761639,,,
Government of Bihar,2019,4,1926,781,1145,0.405503634,,,
Government of Bihar,2019,5,1930,701,1229,0.363212435,,,
Government of Bihar,2019,6,3008,1019,1989,0.338763298,,,
Government of Bihar,2019,7,3865,1492,2373,0.386028461,,,
Government of Bihar,2019,8,3068,1072,1996,0.349413299,,,
Government of Bihar,2019,9,4489,1019,3470,0.226999332,,,
Government of Bihar,2019,10,3457,860,2597,0.24877061,,,
Government of Bihar,2019,11,144,39,105,0.270833333,,,
Government of Chattisgarh,2016,1,268,160,108,0.597014925,,,
Government of Chattisgarh,2016,2,421,150,271,0.356294537,,,
Government of Chattisgarh,2016,3,449,355,94,0.79064588,,,
Government of Chattisgarh,2016,4,426,516,-90,1.211267606,,,
Government of Chattisgarh,2016,5,435,286,149,0.657471264,,,
Government of Chattisgarh,2016,6,591,242,349,0.409475465,,,
Government of Chattisgarh,2016,7,520,652,-132,1.253846154,,,
Government of Chattisgarh,2016,8,591,516,75,0.873096447,,,
Government of Chattisgarh,2016,9,686,523,163,0.762390671,,,
Government of Chattisgarh,2016,10,625,491,134,0.7856,,,
Government of Chattisgarh,2016,11,556,263,293,0.473021583,,,
Government of Chattisgarh,2016,12,706,857,-151,1.21388102,,,
Government of Chattisgarh,2017,1,790,530,260,0.670886076,,,
Government of Chattisgarh,2017,2,794,841,-47,1.059193955,,,
Government of Chattisgarh,2017,3,800,324,476,0.405,,,
Government of Chattisgarh,2017,4,921,764,157,0.829533116,,,
Government of Chattisgarh,2017,5,1120,1283,-163,1.145535714,,,
Government of Chattisgarh,2017,6,826,613,213,0.742130751,,,
Government of Chattisgarh,2017,7,830,321,509,0.386746988,,,
Government of Chattisgarh,2017,8,1020,780,240,0.764705882,,,
Government of Chattisgarh,2017,9,1037,929,108,0.895853423,,,
Government of Chattisgarh,2017,10,767,1234,-467,1.608865711,,,
Government of Chattisgarh,2017,11,815,717,98,0.879754601,,,
Government of Chattisgarh,2017,12,773,666,107,0.861578266,,,
Government of Chattisgarh,2018,1,858,690,168,0.804195804,,,
Government of Chattisgarh,2018,2,771,36,735,0.046692607,,,
Government of Chattisgarh,2018,3,947,588,359,0.620908131,,,
Government of Chattisgarh,2018,4,1106,1979,-873,1.789330922,,,
Government of Chattisgarh,2018,5,1050,849,201,0.808571429,,,
Government of Chattisgarh,2018,6,1066,433,633,0.40619137,,,
Government of Chattisgarh,2018,7,1292,1019,273,0.78869969,,,
Government of Chattisgarh,2018,8,1239,755,484,0.609362389,,,
Government of Chattisgarh,2018,9,1120,1039,81,0.927678571,,,
Government of Chattisgarh,2018,10,1182,948,234,0.802030457,,,
Government of Chattisgarh,2018,11,525,610,-85,1.161904762,,,
Government of Chattisgarh,2018,12,555,539,16,0.971171171,,,
Government of Chattisgarh,2019,1,657,485,172,0.738203957,,,
Government of Chattisgarh,2019,2,820,923,-103,1.125609756,,,
Government of Chattisgarh,2019,3,621,726,-105,1.169082126,,,
Government of Chattisgarh,2019,4,446,404,42,0.905829596,,,
Government of Chattisgarh,2019,5,456,604,-148,1.324561404,,,
Government of Chattisgarh,2019,6,940,756,184,0.804255319,,,
Government of Chattisgarh,2019,7,1047,1048,-1,1.00095511,,,
Government of Chattisgarh,2019,8,909,971,-62,1.068206821,,,
Government of Chattisgarh,2019,9,1245,957,288,0.768674699,,,
Government of Chattisgarh,2019,10,1048,778,270,0.742366412,,,
Government of Chattisgarh,2019,11,38,1,37,0.026315789,,,
Government of Goa,2016,2,78,2,76,0.025641026,,,
Government of Goa,2016,3,67,9,58,0.134328358,,,
Government of Goa,2016,4,50,8,42,0.16,,,
Government of Goa,2016,5,47,11,36,0.234042553,,,
Government of Goa,2016,6,86,9,77,0.104651163,,,
Government of Goa,2016,7,65,64,1,0.984615385,,,
Government of Goa,2016,8,90,54,36,0.6,,,
Government of Goa,2016,9,76,89,-13,1.171052632,,,
Government of Goa,2016,10,76,70,6,0.921052632,,,
Government of Goa,2016,11,97,19,78,0.195876289,,,
Government of Goa,2016,12,137,11,126,0.080291971,,,
Government of Goa,2017,1,108,88,20,0.814814815,,,
Government of Goa,2017,2,91,132,-41,1.450549451,,,
Government of Goa,2017,3,109,46,63,0.422018349,,,
Government of Goa,2017,4,141,68,73,0.482269504,,,
Government of Goa,2017,5,98,109,-11,1.112244898,,,
Government of Goa,2017,6,116,63,53,0.543103448,,,
Government of Goa,2017,7,99,54,45,0.545454545,,,
Government of Goa,2017,8,97,12,85,0.12371134,,,
Government of Goa,2017,9,118,46,72,0.389830508,,,
Government of Goa,2017,10,68,69,-1,1.014705882,,,
Government of Goa,2017,11,88,168,-80,1.909090909,,,
Government of Goa,2017,12,70,43,27,0.614285714,,,
Government of Goa,2018,1,55,79,-24,1.436363636,,,
Government of Goa,2018,2,53,11,42,0.20754717,,,
Government of Goa,2018,3,98,65,33,0.663265306,,,
Government of Goa,2018,4,75,87,-12,1.16,,,
Government of Goa,2018,5,98,28,70,0.285714286,,,
Government of Goa,2018,6,70,41,29,0.585714286,,,
Government of Goa,2018,7,159,56,103,0.352201258,,,
Government of Goa,2018,8,65,41,24,0.630769231,,,
Government of Goa,2018,9,88,118,-30,1.340909091,,,
Government of Goa,2018,10,114,131,-17,1.149122807,,,
Government of Goa,2018,11,56,65,-9,1.160714286,,,
Government of Goa,2018,12,55,27,28,0.490909091,,,
Government of Goa,2019,1,195,95,100,0.487179487,,,
Government of Goa,2019,2,252,326,-74,1.293650794,,,
Government of Goa,2019,3,88,35,53,0.397727273,,,
Government of Goa,2019,4,48,19,29,0.395833333,,,
Government of Goa,2019,5,65,30,35,0.461538462,,,
Government of Goa,2019,6,121,22,99,0.181818182,,,
Government of Goa,2019,7,152,97,55,0.638157895,,,
Government of Goa,2019,8,97,61,36,0.628865979,,,
Government of Goa,2019,9,107,69,38,0.644859813,,,
Government of Goa,2019,10,96,139,-43,1.447916667,,,
Government of Gujarat,2016,1,686,1,685,0.001457726,,,
Government of Gujarat,2016,2,985,15,970,0.015228426,,,
Government of Gujarat,2016,3,1010,15,995,0.014851485,,,
Government of Gujarat,2016,4,960,5,955,0.005208333,,,
Government of Gujarat,2016,5,1069,29,1040,0.027128157,,,
Government of Gujarat,2016,6,1322,21,1301,0.015885023,,,
Government of Gujarat,2016,7,1328,128,1200,0.096385542,,,
Government of Gujarat,2016,8,1244,447,797,0.359324759,,,
Government of Gujarat,2016,9,1252,1093,159,0.873003195,,,
Government of Gujarat,2016,10,1072,537,535,0.500932836,,,
Government of Gujarat,2016,11,1121,349,772,0.31132917,,,
Government of Gujarat,2016,12,1643,769,874,0.468046257,,,
Government of Gujarat,2017,1,1533,669,864,0.436399217,,,
Government of Gujarat,2017,2,1551,838,713,0.540296583,,,
Government of Gujarat,2017,3,2089,607,1482,0.290569651,,,
Government of Gujarat,2017,4,1594,519,1075,0.325595985,,,
Government of Gujarat,2017,5,1998,689,1309,0.344844845,,,
Government of Gujarat,2017,6,2193,2529,-336,1.153214774,,,
Government of Gujarat,2017,7,1833,2532,-699,1.381342062,,,
Government of Gujarat,2017,8,2092,1892,200,0.904397706,,,
Government of Gujarat,2017,9,1896,3365,-1469,1.77478903,,,
Government of Gujarat,2017,10,1688,1830,-142,1.084123223,,,
Government of Gujarat,2017,11,1938,1683,255,0.868421053,,,
Government of Gujarat,2017,12,1516,1225,291,0.808047493,,,
Government of Gujarat,2018,1,1951,1747,204,0.895438237,,,
Government of Gujarat,2018,2,1400,946,454,0.675714286,,,
Government of Gujarat,2018,3,2145,1162,983,0.541724942,,,
Government of Gujarat,2018,4,1918,1872,46,0.976016684,,,
Government of Gujarat,2018,5,2196,1293,903,0.588797814,,,
Government of Gujarat,2018,6,1683,1221,462,0.725490196,,,
Government of Gujarat,2018,7,2304,8610,-6306,3.736979167,,,
Government of Gujarat,2018,8,2014,5227,-3213,2.595332671,,,
Government of Gujarat,2018,9,2297,2739,-442,1.192424902,,,
Government of Gujarat,2018,10,2303,3212,-909,1.394702562,,,
Government of Gujarat,2018,11,1656,2787,-1131,1.682971014,,,
Government of Gujarat,2018,12,1939,2421,-482,1.248581743,,,
Government of Gujarat,2019,1,2501,1969,532,0.787285086,,,
Government of Gujarat,2019,2,2803,2154,649,0.768462362,,,
Government of Gujarat,2019,3,2874,2446,428,0.851078636,,,
Government of Gujarat,2019,4,2131,2132,-1,1.000469263,,,
Government of Gujarat,2019,5,2453,2711,-258,1.105177334,,,
Government of Gujarat,2019,6,3275,1589,1686,0.48519084,,,
Government of Gujarat,2019,7,3553,2614,939,0.735716296,,,
Government of Gujarat,2019,8,2824,2960,-136,1.04815864,,,
Government of Gujarat,2019,9,4178,3524,654,0.843465773,,,
Government of Gujarat,2019,10,3954,3131,823,0.791856348,,,
Government of Gujarat,2019,11,76,31,45,0.407894737,,,
Government of Haryana,2016,1,857,1,856,0.001166861,,,
Government of Haryana,2016,2,1221,10,1211,0.008190008,,,
Government of Haryana,2016,3,1217,3,1214,0.002465078,,,
Government of Haryana,2016,5,1571,7,1564,0.004455761,,,
Government of Haryana,2016,6,1712,7,1705,0.004088785,,,
Government of Haryana,2016,7,1707,5,1702,0.002929115,,,
Government of Haryana,2016,8,1893,6,1887,0.003169572,,,
Government of Haryana,2016,9,1857,7,1850,0.003769521,,,
Government of Haryana,2016,10,1535,5,1530,0.003257329,,,
Government of Haryana,2016,11,1381,15,1366,0.010861694,,,
Government of Haryana,2016,12,1879,79,1800,0.04204364,,,
Government of Haryana,2017,1,1728,201,1527,0.116319444,,,
Government of Haryana,2017,2,1733,136,1597,0.07847663,,,
Government of Haryana,2017,3,2065,46,2019,0.022276029,,,
Government of Haryana,2017,4,2564,36,2528,0.014040562,,,
Government of Haryana,2017,5,2607,28,2579,0.010740315,,,
Government of Haryana,2017,6,2293,24,2269,0.010466638,,,
Government of Haryana,2017,7,2093,28,2065,0.013377926,,,
Government of Haryana,2017,8,2295,4,2291,0.001742919,,,
Government of Haryana,2017,9,2446,11,2435,0.004497138,,,
Government of Haryana,2017,10,1909,1,1908,0.000523834,,,
Government of Haryana,2017,11,1856,49,1807,0.026400862,,,
Government of Haryana,2017,12,1809,96,1713,0.053067993,,,
Government of Haryana,2018,1,1898,65,1833,0.034246575,,,
Government of Haryana,2018,2,1762,90,1672,0.05107832,,,
Government of Haryana,2018,3,2043,84,1959,0.041116006,,,
Government of Haryana,2018,4,2082,198,1884,0.095100865,,,
Government of Haryana,2018,5,2512,97,2415,0.03861465,,,
Government of Haryana,2018,6,2255,589,1666,0.261197339,,,
Government of Haryana,2018,7,2765,11070,-8305,4.003616637,,,
Government of Haryana,2018,8,2316,1676,640,0.723661485,,,
Government of Haryana,2018,9,2253,2926,-673,1.298712827,,,
Government of Haryana,2018,10,2380,3145,-765,1.321428571,,,
Government of Haryana,2018,11,1708,2950,-1242,1.727166276,,,
Government of Haryana,2018,12,1920,2708,-788,1.410416667,,,
Government of Haryana,2019,1,2165,2398,-233,1.107621247,,,
Government of Haryana,2019,2,2238,2440,-202,1.09025916,,,
Government of Haryana,2019,3,2136,3338,-1202,1.562734082,,,
Government of Haryana,2019,4,2014,3906,-1892,1.939424032,,,
Government of Haryana,2019,5,2085,2902,-817,1.391846523,,,
Government of Haryana,2019,6,3381,2258,1123,0.667849749,,,
Government of Haryana,2019,7,3559,3416,143,0.959820174,,,
Government of Haryana,2019,8,2778,3231,-453,1.163066955,,,
Government of Haryana,2019,9,3512,3875,-363,1.103359909,,,
Government of Haryana,2019,10,2589,3610,-1021,1.394360757,,,
Government of Haryana,2019,11,87,2,85,0.022988506,,,
Government of Himachal Pradesh,2016,6,283,1,282,0.003533569,,,
Government of Himachal Pradesh,2016,7,274,2,272,0.00729927,,,
Government of Himachal Pradesh,2016,9,309,1,308,0.003236246,,,
Government of Himachal Pradesh,2016,10,318,1,317,0.003144654,,,
Government of Himachal Pradesh,2016,12,436,1,435,0.002293578,,,
Government of Himachal Pradesh,2017,2,361,1,360,0.002770083,,,
Government of Himachal Pradesh,2017,3,426,1,425,0.002347418,,,
Government of Himachal Pradesh,2017,4,436,1,435,0.002293578,,,
Government of Himachal Pradesh,2017,6,365,1,364,0.002739726,,,
Government of Himachal Pradesh,2017,8,390,1,389,0.002564103,,,
Government of Himachal Pradesh,2017,11,236,2,234,0.008474576,,,
Government of Himachal Pradesh,2017,12,269,1,268,0.003717472,,,
Government of Himachal Pradesh,2018,3,347,1,346,0.002881844,,,
Government of Himachal Pradesh,2018,4,330,1,329,0.003030303,,,
Government of Himachal Pradesh,2018,5,441,5,436,0.011337868,,,
Government of Himachal Pradesh,2018,6,423,8,415,0.01891253,,,
Government of Himachal Pradesh,2018,7,448,26,422,0.058035714,,,
Government of Himachal Pradesh,2018,8,386,17,369,0.044041451,,,
Government of Himachal Pradesh,2018,9,359,11,348,0.030640669,,,
Government of Himachal Pradesh,2018,10,372,8,364,0.021505376,,,
Government of Himachal Pradesh,2018,11,265,14,251,0.052830189,,,
Government of Himachal Pradesh,2018,12,323,10,313,0.030959752,,,
Government of Himachal Pradesh,2019,1,356,15,341,0.042134831,,,
Government of Himachal Pradesh,2019,2,346,188,158,0.543352601,,,
Government of Himachal Pradesh,2019,3,388,6,382,0.015463918,,,
Government of Himachal Pradesh,2019,4,269,6,263,0.022304833,,,
Government of Himachal Pradesh,2019,5,237,5,232,0.021097046,,,
Government of Himachal Pradesh,2019,6,617,11,606,0.017828201,,,
Government of Himachal Pradesh,2019,7,710,9,701,0.012676056,,,
Government of Himachal Pradesh,2019,8,525,9,516,0.017142857,,,
Government of Himachal Pradesh,2019,9,737,18,719,0.024423338,,,
Government of Himachal Pradesh,2019,10,516,21,495,0.040697674,,,
Government of Jammu and Kashmir,2016,1,136,1,135,0.007352941,,,
Government of Jammu and Kashmir,2016,3,174,2,172,0.011494253,,,
